Line,Time,Type,PGN,Name,Src,Dest,Pri,Size,Sequence ID,Rate of Turn,NMEA Reserved,Sequence ID,Heading Sensor Reading,Deviation,Variation,Heading Sensor Reference,NMEA Reserved,Sequence ID,Wind Speed,Wind Direction,Wind Reference,NMEA Reserved,NMEA 2000 Manufacturer Code,Reserved bits,Industry Group,Manufacturer defined field(s),Latitude,Longitude,Sequence ID,Yaw,Pitch,Roll,NMEA Reserved,Sequence ID,Heave,Delay,Delay Source,NMEA Reserved,NMEA 2000 Manufacturer Code,Reserved bits,Industry Group,Manufacturer defined field(s),Sequence ID,COG Reference,NMEA Reserved,Course Over Ground,Speed Over Ground,NMEA Reserved,Sequence ID,Speed Water Referenced,Speed Ground Referenced,Speed Water Referenced Type,Speed Direction,NMEA Reserved,Sequence ID,Set Mode,Op Mode,NMEA Reserved,HDOP,VDOP,TDOP,Measurement Date,Measurement Time,Total Cumulative Distance,Distance Since Last Reset,Sequence ID,Water Temp,Outside Ambient Air Temp.,Atmospheric Pressure,NMEA Reserved,Sequence ID,Mode,NMEA Reserved,Number of SVs,PRN (Sat ID),Elevation,Azimuth,SNR,Range Residuals,PRN Status,NMEA Reserved,PRN (Sat ID),Elevation,Azimuth,SNR,Range Residuals,PRN Status,NMEA Reserved,PRN (Sat ID),Elevation,Azimuth,SNR,Range Residuals,PRN Status,NMEA Reserved,PRN (Sat ID),Elevation,Azimuth,SNR,Range Residuals,PRN Status,NMEA Reserved,PRN (Sat ID),Elevation,Azimuth,SNR,Range Residuals,PRN Status,NMEA Reserved,PRN (Sat ID),Elevation,Azimuth,SNR,Range Residuals,PRN Status,NMEA Reserved,PRN (Sat ID),Elevation,Azimuth,SNR,Range Residuals,PRN Status,NMEA Reserved,PRN (Sat ID),Elevation,Azimuth,SNR,Range Residuals,PRN Status,NMEA Reserved,PRN (Sat ID),Elevation,Azimuth,SNR,Range Residuals,PRN Status,NMEA Reserved,PRN (Sat ID),Elevation,Azimuth,SNR,Range Residuals,PRN Status,NMEA Reserved,PRN (Sat ID),Elevation,Azimuth,SNR,Range Residuals,PRN Status,NMEA Reserved,PRN (Sat ID),Elevation,Azimuth,SNR,Range Residuals,PRN Status,NMEA Reserved,Sequence ID,Temperature Instance,Humidity Instance,Temperature,Humidity,Atmospheric Pressure,Sequence ID,Temperature Instance,Temperature Source,Actual Temperature,Set Temperature,NMEA Reserved,NMEA 2000 Manufacturer Code,Reserved bits,Industry Group,Manufacturer defined field(s),Sequence ID,Source,NMEA Reserved,Date,Time,Sequence ID,Variation Source,NMEA Reserved,Age of Service (Date),Variation,NMEA Reserved,Sequence ID,Water Depth Transducer,Offset,Maximum Depth Range,Message ID,Repeat Indicator,User ID,Longitude,Latitude,Position Accuracy,RAIM-flag,Time Stamp,COG,SOG,Communication State,AIS Transceiver Information,True Heading,AIS Spare,AIS Spare,Class B unit flag,Class B Display Flag,Class B DSC Flag,Class B Band Flag,Class B Msg 22 Flag,Mode Flag,Communication State Selector Flag,NMEA Reserved,Sequence ID,NMEA 2000 Manufacturer Code,Reserved bits,Industry Group,Manufacturer defined field(s),Sequence ID,Position date,Position time,Latitude,Longitude,Altitude,Type of System,Method GNSS,Integrity,NMEA Reserved,Number of SVs,HDOP,PDOP,Geoidal Separation,Number of Reference Stations,Sequence ID,XTE Mode,NMEA Reserved,Navigation Terminated,XTE,NMEA Reserved,Sequence ID,Distance to Destination Waypoint,Course/Bearing Ref.,Perpendicular Crossed,Arrival Circle Entered,Calculation Type,ETA Time,ETA Date,Bearing Origin To Destination Waypoint,Bearing Position To Destination Waypoint,Origin Waypoint Number,Destination Waypoint Number,Destination Wpt Latitude,Destination Wpt Longitude,Waypoint Closing Velocity,Message ID,Repeat Indicator,ID,Longitude,Latitude,Position Accuracy,RAIM Flag,Time Stamp,AtoN Structure Length/Diameter,AtoN Structure Beam/Diameter,Position Reference Point from Starboard Structure Edge/Radius,Position Reference Point from True North facing Structure Edge/Radius,Aid to Navigation (AtoN) Type,Off Position Indicator,Virtual AtoN Flag,Assigned Mode Flag,AIS Spare,Electronic Fixing Position Fixing Device Type,NMEA Reserved,AtoN Status,AIS Transceiver Information,NMEA Reserved,Aid to Navigation (AtoN) Name,Update Rate,Heartbeat Sequence Counter,Class 1 CAN Controller State,Class 2 Second CAN Controller State,Equipment Status,NMEA Reserved,Message ID,Repeat Indicator,User ID,Longitude,Latitude,Position Accuracy,RAIM-flag,Time Stamp,COG,SOG,Communication State,AIS Transceiver Information,True Heading,Rate of Turn,Navigational Status,Special Maneuver Indicator,NMEA Reserved,AIS Spare,NMEA Reserved,Sequence ID,Message ID,Repeat Indicator,User ID,Type of Ship and Cargo,Vendor ID,Call Sign,Ship Length,Ship Beam,Reference Point Position from Starboard,Reference Point Position Aft of Bow,Mother Ship MMSI,AIS Spare,Type of Electronic Position Fixing Device,AIS Transceiver Information,NMEA Reserved,Sequence ID,Message ID,Repeat Indicator,User ID,Longitude,Latitude,Position accuracy,RAIM-flag,NMEA Reserved,UTC Time,Communication State,AIS Transceiver Information,UTC Date,NMEA Reserved,Type of Electronic Positioning Device,AIS Spare,Transmission Control for Long Range Broadcast Message,NMEA Reserved,Sequence ID,Message ID,Repeat Indicator,User ID,Name,AIS Transceiver Information,NMEA Reserved,Sequence ID,Start RPS#,nItems,Database ID,Route ID,Navigation direction in route,Supplementary Route/WP data available,NMEA Reserved,Route Name,NMEA Reserved,WPID,WP Name,WP Latitude,WP Longitude,WPID,WP Name,WP Latitude,WP Longitude,PGN being requested,Unique Number (ISO Identity Number),Manufacturer Code,Device Instance Lower (ISO ECU Instance),Device Instance Upper (ISO Function Instance),Device Function (ISO Function),NMEA Reserved,Device Class,System Instance (ISO Device Class Instance),Industry Group,NMEA Reserved (ISO Self Configurable),NMEA 2000 Manufacturer Code,Reserved bits,Industry Group,Manufacturer defined field(s),Sequence ID,Temperature Instance,Temperature Source,Actual Temperature,Set Temperature,Message ID,Repeat Indicator,User ID,IMO,Call Sign,Name,Ship/Cargo Type,Ship Length,Ship Beam,Position Reference Point from Starboard,Position Reference Point aft of Ship's Bow,Estimated Date of Arrival,Estimated Time of Arrival,Draft,Destination,AIS Version,Type of Electronic Positioning Device,Data Terminal Equipment (DTE),AIS Spare,AIS Transceiver Information,NMEA Reserved,Sequence ID,
2302,07.483,CANPACKET,127251,"Rate of Turn",  4,255,3,  8,0,0.018681,,
2303,07.483,CANPACKET,127250,"Vessel Heading",  4,255,2,  8,,,,0,0.0820,Data not available,Data not available,1 (Direction Reference Magnetic),,
2304,07.484,CANPACKET,127257,"Attitude",  4,255,3,  8,,,,,,,,,,,,,,,,,,,,,0,Data not available,0.0174,-0.2394,,
2305,07.484,CANPACKET,127252,"Heave",  4,255,3,  8,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1.16,Data not available,15,,
2306,07.485,CANPACKET, 65350,"Manu. Proprietary Single-Frame non-addressed",  4,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown NMEA 2000 Manufacturer ID (89),,0,,
2307,07.493,CANPACKET,128259,"Speed, Water Referenced", 35,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data not available,3.29,Data not available,0 (Paddle Wheel),15 (Data Not Available),,
2308,07.495,CANPACKET, 65280,"Manu. Proprietary Single-Frame non-addressed", 12,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Navico (275),,4,,
2309,07.520,CANPACKET,129025,"Position (Rapid Update)",  5,255,2,  8,,,,,,,,,,,,,,,,,,,44° 20.600028' N,86° 34.463388' W,
2317,07.524,N2K,130824,"Manu. Proprietary Fast-Packet non-addressed",  7,255,3, 44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B&G - Navico (381),,4,,
2318,07.532,CANPACKET,127251,"Rate of Turn",  4,255,3,  8,0,0.020340,,
2319,07.533,CANPACKET,127250,"Vessel Heading",  4,255,2,  8,,,,0,0.0827,Data not available,Data not available,1 (Direction Reference Magnetic),,
2320,07.564,CANPACKET,130306,"Wind Data",  0,255,2,  8,,,,,,,,,,Data not available,6.99,0.5970,2 (Apparent Wind (relative to the vessel centerline)),,
2324,07.566,N2K,126720,"Manu. Proprietary Fast-Packet addressed",  0,255,7, 14,,,,,,,,,,,,,,,Garmin (229),,4,,
2325,07.567,CANPACKET,130306,"Wind Data",  0,255,2,  8,,,,,,,,,,Data not available,4.55,1.0252,"4 (Theoretical (Calculated to Centerline of the vessel, referenced to water; calculated using Heading/Speed through Water))",,
2330,07.571,N2K,126720,"Manu. Proprietary Fast-Packet addressed", 10,  9,7, 18,,,,,,,,,,,,,,,Garmin (229),,4,,
2337,07.574,N2K,129029,"GNSS Position Data",  5,255,3, 43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,21/07/2025,03:40:35,44° 20.600030' N,86° 34.463390' W,140.270000,0 (GPS),1 (GNSS Fix),0,,12,0.70,1.30,-34.80,Data not available,
2338,07.582,CANPACKET,127251,"Rate of Turn",  4,255,3,  8,0,0.021633,,
2339,07.583,CANPACKET,127250,"Vessel Heading",  4,255,2,  8,,,,0,0.0836,Data not available,Data not available,1 (Direction Reference Magnetic),,
2340,07.583,CANPACKET,127257,"Attitude",  4,255,3,  8,,,,,,,,,,,,,,,,,,,,,0,Data not available,0.0148,-0.2391,,
2341,07.584,CANPACKET,127252,"Heave",  4,255,3,  8,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1.18,Data not available,15,,
2342,07.585,CANPACKET, 65350,"Manu. Proprietary Single-Frame non-addressed",  4,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown NMEA 2000 Manufacturer ID (73),,0,,
2343,07.593,CANPACKET,128259,"Speed, Water Referenced", 35,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data not available,3.29,Data not available,0 (Paddle Wheel),15 (Data Not Available),,
2344,07.620,CANPACKET,129025,"Position (Rapid Update)",  5,255,2,  8,,,,,,,,,,,,,,,,,,,44° 20.600196' N,86° 34.463388' W,
2348,07.630,N2K,126720,"Manu. Proprietary Fast-Packet addressed",  9, 10,7, 18,,,,,,,,,,,,,,,Garmin (229),,4,,
2349,07.633,CANPACKET,127251,"Rate of Turn",  4,255,3,  8,0,0.022128,,
2350,07.633,CANPACKET,127250,"Vessel Heading",  4,255,2,  8,,,,0,0.0845,Data not available,Data not available,1 (Direction Reference Magnetic),,
2351,07.664,CANPACKET,130306,"Wind Data",  0,255,2,  8,,,,,,,,,,Data not available,6.99,0.5967,2 (Apparent Wind (relative to the vessel centerline)),,
2355,07.666,N2K,126720,"Manu. Proprietary Fast-Packet addressed",  0,255,7, 14,,,,,,,,,,,,,,,Garmin (229),,4,,
2356,07.667,CANPACKET,130306,"Wind Data",  0,255,2,  8,,,,,,,,,,Data not available,4.55,1.0243,"4 (Theoretical (Calculated to Centerline of the vessel, referenced to water; calculated using Heading/Speed through Water))",,
2357,07.670,CANPACKET,129026,"COG & SOG (Rapid Update)",  5,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,0 (Direction Reference True),,6.2517,3.29,,
2358,07.671,CANPACKET,129283,"Cross Track Error",  7,255,3,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,0 (Autonomous mode),,"0 (No,Off,Disabled,Reset,'0')",-9017.82,,
2359,07.675,CANPACKET,127258,"Magnetic Variation", 11,255,6,  6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data not available,2,,21/07/2025,-0.0901,
2360,07.682,CANPACKET,129026,"COG & SOG (Rapid Update)",  8,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,0 (Direction Reference True),,6.2418,3.13,,
2361,07.682,CANPACKET,127251,"Rate of Turn",  4,255,3,  8,0,0.021656,,
2362,07.683,CANPACKET,127250,"Vessel Heading",  4,255,2,  8,,,,0,0.0855,Data not available,Data not available,1 (Direction Reference Magnetic),,
2363,07.683,CANPACKET,127257,"Attitude",  4,255,3,  8,,,,,,,,,,,,,,,,,,,,,0,Data not available,0.0128,-0.2389,,
2364,07.684,CANPACKET,127252,"Heave",  4,255,3,  8,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1.19,Data not available,15,,
2365,07.685,CANPACKET, 65350,"Manu. Proprietary Single-Frame non-addressed",  4,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown NMEA 2000 Manufacturer ID (90),,0,,
2369,07.690,N2K,126720,"Manu. Proprietary Fast-Packet addressed",  9, 11,7, 18,,,,,,,,,,,,,,,Garmin (229),,4,,
2370,07.693,CANPACKET,128259,"Speed, Water Referenced", 35,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data not available,3.45,Data not available,0 (Paddle Wheel),15 (Data Not Available),,
2371,07.720,CANPACKET,129025,"Position (Rapid Update)",  5,255,2,  8,,,,,,,,,,,,,,,,,,,44° 20.600370' N,86° 34.463388' W,
2372,07.724,CANPACKET,130311,"Environmental Parameters - DEPRECATED", 35,255,5,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data not available,0 (Sea Temperature),3 (Data Not Available),293.05,Data not available,Data not available,
2373,07.732,CANPACKET,127251,"Rate of Turn",  4,255,3,  8,0,0.020031,,
2374,07.733,CANPACKET,127250,"Vessel Heading",  4,255,2,  8,,,,0,0.0865,Data not available,Data not available,1 (Direction Reference Magnetic),,
2375,07.734,CANPACKET,130312,"Temperature - DEPRECATED", 35,255,5,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data not available,0 (Generic Instance value ranging over 8-bit range - defaults to 0),0 (Sea Temperature),293.05,Data not available,,
2376,07.745,CANPACKET, 65280,"Manu. Proprietary Single-Frame non-addressed", 12,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Navico (275),,4,,
2381,07.749,N2K,129039,"AIS Class B Position Report",  8,255,4, 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0 (Default),338190438,86° 24.574698' W,44° 26.121996' N,"0 (Low Accuracy (> 10m, such as non-differential GNSS))",0 (RAIM not in use (Default)),35,6.2436,3.13,737,1 (Channel B VDL Reception),Data not available,,,0 (Class B SOTDMA Unit),0 (No display available; not capable of displaying ITU-R M.1371 Messages12 and 14),1 (Equipped with DSC function (dedicated or time-shared)),1 (Capable of operating over the whole marine band (irrelevant if 'Class B Message 22 flag' is 0)),1 (Frequency management via Message 22),0 (Station operating in autonomous mode = default),1 (ITDMA communication state follows),,Data not available,
2382,07.764,CANPACKET,130306,"Wind Data",  0,255,2,  8,,,,,,,,,,Data not available,6.99,0.5954,2 (Apparent Wind (relative to the vessel centerline)),,
2386,07.766,N2K,126720,"Manu. Proprietary Fast-Packet addressed",  0,255,7, 14,,,,,,,,,,,,,,,Garmin (229),,4,,
2387,07.767,CANPACKET,130306,"Wind Data",  0,255,2,  8,,,,,,,,,,Data not available,4.55,1.0219,"4 (Theoretical (Calculated to Centerline of the vessel, referenced to water; calculated using Heading/Speed through Water))",,
2388,07.783,CANPACKET,127251,"Rate of Turn",  4,255,3,  8,0,0.018723,,
2389,07.783,CANPACKET,127250,"Vessel Heading",  4,255,2,  8,,,,0,0.0873,Data not available,Data not available,1 (Direction Reference Magnetic),,
2390,07.784,CANPACKET,127257,"Attitude",  4,255,3,  8,,,,,,,,,,,,,,,,,,,,,0,Data not available,0.0117,-0.2380,,
2391,07.784,CANPACKET,127252,"Heave",  4,255,3,  8,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1.20,Data not available,15,,
2392,07.785,CANPACKET, 65350,"Manu. Proprietary Single-Frame non-addressed",  4,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown NMEA 2000 Manufacturer ID (103),,0,,
2393,07.788,CANPACKET,127257,"Attitude", 35,255,3,  8,,,,,,,,,,,,,,,,,,,,,Data not available,Data not available,-0.0111,-0.2607,,
2394,07.793,CANPACKET,128259,"Speed, Water Referenced", 35,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data not available,3.45,Data not available,0 (Paddle Wheel),15 (Data Not Available),,
2395,07.813,CANPACKET,128267,"Water Depth", 35,255,3,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data not available,238.27,0.000,270,
2396,07.820,CANPACKET,129025,"Position (Rapid Update)",  5,255,2,  8,,,,,,,,,,,,,,,,,,,44° 20.600550' N,86° 34.463394' W,
2402,07.823,N2K,129284,"Navigation Data",  7,255,3, 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,43207.83,0 (Direction Reference True),"0 (No,Off,Disabled,Reset,'0')","0 (No,Off,Disabled,Reset,'0')",0 (Great Circle calculations),07:55:32,21/07/2025,0.2452,0.4541,0,1,44° 41.551116' N,86° 20.066388' W,2.82,
2403,07.832,CANPACKET,127251,"Rate of Turn",  4,255,3,  8,0,0.017232,,
2404,07.833,CANPACKET,127250,"Vessel Heading",  4,255,2,  8,,,,0,0.0882,Data not available,Data not available,1 (Direction Reference Magnetic),,
2408,07.841,N2K,126720,"Manu. Proprietary Fast-Packet addressed",  9,255,7, 16,,,,,,,,,,,,,,,Garmin (229),,4,,
2412,07.855,N2K,126720,"Manu. Proprietary Fast-Packet addressed", 10,255,7, 16,,,,,,,,,,,,,,,Garmin (229),,4,,
2413,07.864,CANPACKET,130306,"Wind Data",  0,255,2,  8,,,,,,,,,,Data not available,6.99,0.5942,2 (Apparent Wind (relative to the vessel centerline)),,
2417,07.866,N2K,126720,"Manu. Proprietary Fast-Packet addressed",  0,255,7, 14,,,,,,,,,,,,,,,Garmin (229),,4,,
2418,07.867,CANPACKET,130306,"Wind Data",  0,255,2,  8,,,,,,,,,,Data not available,4.54,1.0196,"4 (Theoretical (Calculated to Centerline of the vessel, referenced to water; calculated using Heading/Speed through Water))",,
2419,07.871,CANPACKET,130310,"Environmental Parameters - DEPRECATED",  3,255,5,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data not available,Data not available,Data not available,Data not available,,
2420,07.871,CANPACKET,130311,"Environmental Parameters - DEPRECATED",  3,255,5,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data not available,63 (Data Not Available),3 (Data Not Available),Data not available,Data not available,Data not available,
2421,07.882,CANPACKET,127257,"Attitude",  4,255,3,  8,,,,,,,,,,,,,,,,,,,,,0,Data not available,0.0116,-0.2369,,
2422,07.883,CANPACKET,127252,"Heave",  4,255,3,  8,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1.20,Data not available,15,,
2423,07.883,CANPACKET, 65350,"Manu. Proprietary Single-Frame non-addressed",  4,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown NMEA 2000 Manufacturer ID (133),,0,,
2424,07.884,CANPACKET,127251,"Rate of Turn",  4,255,3,  8,0,0.015639,,
2425,07.885,CANPACKET,127250,"Vessel Heading",  4,255,2,  8,,,,0,0.0890,Data not available,Data not available,1 (Direction Reference Magnetic),,
2426,07.893,CANPACKET,128259,"Speed, Water Referenced", 35,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data not available,3.55,Data not available,0 (Paddle Wheel),15 (Data Not Available),,
2431,07.923,N2K,129039,"AIS Class B Position Report",  8,255,4, 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0 (Default),338190821,86° 27.645996' W,44° 31.804998' N,"1 (High Accuracy (< 10m, such as DGNSS))",0 (RAIM not in use (Default)),35,6.0429,3.24,393222,0 (Channel A VDL Reception),6.2645,,,1 (Class B 'CS' Unit),0 (No display available; not capable of displaying ITU-R M.1371 Messages12 and 14),0 (Not equipped with DSC function),0 (Capable of operating over the upper 525 kHz band of the marine band),1 (Frequency management via Message 22),0 (Station operating in autonomous mode = default),1 (ITDMA communication state follows),,Data not available,
2432,07.932,CANPACKET,129026,"COG & SOG (Rapid Update)",  8,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,0 (Direction Reference True),,6.2418,3.13,,
2433,07.933,CANPACKET,127251,"Rate of Turn",  4,255,3,  8,0,0.014177,,
2434,07.933,CANPACKET,127250,"Vessel Heading",  4,255,2,  8,,,,0,0.0897,Data not available,Data not available,1 (Direction Reference Magnetic),,
2435,07.964,CANPACKET,130306,"Wind Data",  0,255,2,  8,,,,,,,,,,Data not available,6.99,0.5926,2 (Apparent Wind (relative to the vessel centerline)),,
2439,07.966,N2K,126720,"Manu. Proprietary Fast-Packet addressed",  0,255,7, 14,,,,,,,,,,,,,,,Garmin (229),,4,,
2440,07.967,CANPACKET,130306,"Wind Data",  0,255,2,  8,,,,,,,,,,Data not available,4.54,1.0169,"4 (Theoretical (Calculated to Centerline of the vessel, referenced to water; calculated using Heading/Speed through Water))",,
2441,07.970,CANPACKET,129025,"Position (Rapid Update)",  5,255,2,  8,,,,,,,,,,,,,,,,,,,44° 20.600718' N,86° 34.463394' W,
2442,07.971,CANPACKET,129026,"COG & SOG (Rapid Update)",  5,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,0 (Direction Reference True),,0.0733,2.93,,
2443,07.982,CANPACKET,127251,"Rate of Turn",  4,255,3,  8,0,0.012190,,
2444,07.983,CANPACKET,127250,"Vessel Heading",  4,255,2,  8,,,,0,0.0903,Data not available,Data not available,1 (Direction Reference Magnetic),,
2445,07.983,CANPACKET,127257,"Attitude",  4,255,3,  8,,,,,,,,,,,,,,,,,,,,,0,Data not available,0.0123,-0.2356,,
2446,07.984,CANPACKET,127252,"Heave",  4,255,3,  8,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1.21,Data not available,15,,
2447,07.985,CANPACKET, 65350,"Manu. Proprietary Single-Frame non-addressed",  4,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown NMEA 2000 Manufacturer ID (178),,0,,
2448,07.993,CANPACKET,128259,"Speed, Water Referenced", 35,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data not available,3.55,Data not available,0 (Paddle Wheel),15 (Data Not Available),,
2449,07.995,CANPACKET, 65280,"Manu. Proprietary Single-Frame non-addressed", 12,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Navico (275),,4,,
2450,08.032,CANPACKET,127251,"Rate of Turn",  4,255,3,  8,0,0.009918,,
2451,08.033,CANPACKET,127250,"Vessel Heading",  4,255,2,  8,,,,0,0.0909,Data not available,Data not available,1 (Direction Reference Magnetic),,
2452,08.064,CANPACKET,130306,"Wind Data",  0,255,2,  8,,,,,,,,,,Data not available,6.98,0.5910,2 (Apparent Wind (relative to the vessel centerline)),,
2456,08.066,N2K,126720,"Manu. Proprietary Fast-Packet addressed",  0,255,7, 14,,,,,,,,,,,,,,,Garmin (229),,4,,
2457,08.067,CANPACKET,130306,"Wind Data",  0,255,2,  8,,,,,,,,,,Data not available,4.54,1.0143,"4 (Theoretical (Calculated to Centerline of the vessel, referenced to water; calculated using Heading/Speed through Water))",,
2458,08.070,CANPACKET,129025,"Position (Rapid Update)",  5,255,2,  8,,,,,,,,,,,,,,,,,,,44° 20.600886' N,86° 34.463394' W,
2461,08.083,CANPACKET,127251,"Rate of Turn",  4,255,3,  8,0,0.006931,,
